Date/Time,Gas:Facility [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly) 
 01/01  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  06:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  07:00:00,1691670441.79788,116501502.499215,21592146.7968761,18359994.17285,62594539.9509955,11664438.8843779,0.0,2253570.5484079,1691670441.79788 
 01/01  08:00:00,1533553083.73207,102017068.664154,21592146.7968761,18359994.17285,54519242.0400848,7545685.65434287,0.0,0.0,1533553083.73207 
 01/01  09:00:00,1363075577.96474,95878780.3869596,21592146.7968761,18359994.17285,47380148.5062882,7569692.94170722,0.0,964453.13881881,1363075577.96474 
 01/01  10:00:00,788386489.451629,67653931.2366156,21592146.7968761,18359994.17285,20504828.6655876,6708084.92241913,0.0,482583.586361137,788386489.451629 
 01/01  11:00:00,518408570.750041,77270237.4251412,21592146.7968761,18359994.17285,17758661.424544,13692144.6695784,0.0,5789157.00082582,518408570.750041 
 01/01  12:00:00,401522901.241158,76958415.3835757,21592146.7968761,18359994.17285,17462833.1972047,13683598.9026526,0.0,5781683.6987568,401522901.241158 
 01/01  13:00:00,339931933.48136,88606917.6083588,21592146.7968761,18359994.17285,17323603.8288745,19605442.9663767,0.0,11568462.7765224,339931933.48136 
 01/01  14:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  06:00:00,1699703282.77273,118687758.641591,21592146.7968761,18359994.17285,62931131.8432202,12732798.174976,0.0,3025800.66904114,1699703282.77273 
 01/02  07:00:00,1449780506.69377,265489900.755991,97164660.5859424,107999965.722647,53794330.358126,6530944.08927555,0.0,0.0,1449780506.69377 
 01/02  08:00:00,1299766169.8422,263043007.049691,97164660.5859424,107999965.722647,46092553.1667963,9211628.41622573,0.0,2540576.37659253,1299766169.8422 
 01/02  09:00:00,639752501.690688,244185883.018219,97164660.5859424,107999965.722647,19431640.9965179,13646134.0077936,0.0,5868897.49417904,639752501.690688 
 01/02  10:00:00,352908527.997766,229222913.938482,97164660.5859424,107999965.722647,17040918.9038445,6041301.89218743,0.0,963574.8455871,352908527.997766 
 01/02  11:00:00,236774703.619791,229223881.188815,97164660.5859424,107999965.722647,16899499.0556334,4231371.54569707,0.0,2890616.65743502,236774703.619791 
 01/02  12:00:00,169623144.420091,227408169.998111,97164660.5859424,107999965.722647,17508810.3433175,2777192.94664281,0.0,1931784.52604374,169623144.420091 
 01/02  13:00:00,114435964.939457,223358130.468281,97164660.5859424,107999965.722647,18067610.7398289,125893.419862562,0.0,0.0,114435964.939457 
 01/02  14:00:00,51852725.0054555,232500151.427591,97164660.5859424,107999965.722647,18206381.3974299,5214101.19886656,0.0,3863011.42770682,51852725.0054555 
 01/02  15:00:00,4001838.0740932,241358852.673183,97164660.5859424,107999965.722647,18059561.5017485,10319144.4307115,0.0,7711608.54007104,4001838.0740932 
 01/02  16:00:00,31141.6668344636,241486459.029749,97164660.5859424,107999965.722647,18188128.3417112,10314932.2223306,0.0,7714216.50246429,31141.6668344636 
 01/02  17:00:00,14783.5063302265,225426174.062043,97164660.5859424,107999965.722647,17995569.9650067,1289348.76239775,0.0,963558.052915564,14783.5063302265 
 01/02  18:00:00,0.0,240970737.271632,97164660.5859424,107999965.722647,17678662.413875,10314676.913073,0.0,7708738.20250198,0.0 
 01/02  19:00:00,25602622.5122192,56823055.8222597,21592146.7968761,18359994.17285,16184570.452142,425912.272322128,0.0,256977.516928274,25602622.5122192 
 01/02  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/02  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  06:00:00,1502480658.85702,107738857.815886,21592146.7968761,18359994.17285,54213181.716998,10843933.9875527,0.0,2685920.38431173,1502480658.85702 
 01/03  07:00:00,1384342638.6014,266164876.45778,97164660.5859424,107999965.722647,53728016.1155257,6750294.49081805,0.0,514983.913805356,1384342638.6014 
 01/03  08:00:00,997143586.53636,242111308.884521,97164660.5859424,107999965.722647,31025069.4852784,5921613.0906529,0.0,0.0,997143586.53636 
 01/03  09:00:00,484485479.082245,238391651.559506,97164660.5859424,107999965.722647,18281317.926092,10995208.0490568,0.0,3895648.99523875,484485479.082245 
 01/03  10:00:00,285761453.831643,234249384.686566,97164660.5859424,107999965.722647,16873254.4383151,8299902.87879255,0.0,3855590.94815379,285761453.831643 
 01/03  11:00:00,192774602.669873,224804549.27318,97164660.5859424,107999965.722647,17133259.6498547,1528314.63608149,0.0,963971.435829554,192774602.669873 
 01/03  12:00:00,118127070.311555,228649260.268467,97164660.5859424,107999965.722647,17684815.5423523,3353914.3806427,0.0,2409481.27907313,118127070.311555 
 01/03  13:00:00,54364890.2304316,223168178.756121,97164660.5859424,107999965.722647,17944416.2170556,59136.2304765652,0.0,0.0,54364890.2304316 
 01/03  14:00:00,11470180.0291745,223314792.116069,97164660.5859424,107999965.722647,18137693.1811104,12472.6263698847,0.0,0.0,11470180.0291745 
 01/03  15:00:00,117987.282212133,223578094.594151,97164660.5859424,107999965.722647,18413343.2656405,125.01992105365,0.0,0.0,117987.282212133 
 01/03  16:00:00,0.0,241742811.428044,97164660.5859424,107999965.722647,18430090.5803695,10314968.62267,0.0,7715959.41072692,0.0 
 01/03  17:00:00,16166.1088487961,232462879.758355,97164660.5859424,107999965.722647,18222202.1354529,5157903.50734367,0.0,3860238.06515796,16166.1088487961 
 01/03  18:00:00,0.0,259350741.584349,97164660.5859424,107999965.722647,17880399.3028122,20631650.5401165,0.0,15443313.2668945,0.0 
 01/03  19:00:00,15358682.3259009,56195136.1392164,21592146.7968761,18359994.17285,16225703.9746088,17291.1948815081,0.0,0.0,15358682.3259009 
 01/03  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/03  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  06:00:00,1399520654.78266,103012972.648276,21592146.7968761,18359994.17285,50689840.0010447,10096568.3018657,0.0,2235648.05583554,1399520654.78266 
 01/04  07:00:00,1363068022.94719,267471427.021641,97164660.5859424,107999965.722647,54077451.2087885,7249546.71271737,0.0,965279.977852406,1363068022.94719 
 01/04  08:00:00,799427605.200272,255985442.737361,97164660.5859424,107999965.722647,22069546.2649947,18813493.9793335,0.0,9787286.79903314,799427605.200272 
 01/04  09:00:00,449197932.354643,256343158.165603,97164660.5859424,107999965.722647,18023879.9913989,21317723.9862813,0.0,11652555.3805265,449197932.354643 
 01/04  10:00:00,292736817.834353,243683698.352895,97164660.5859424,107999965.722647,17162716.5346706,13480683.1303469,0.0,7751669.89268505,292736817.834353 
 01/04  11:00:00,215364738.798662,222715671.61763,97164660.5859424,107999965.722647,17271658.2403448,279387.068695851,0.0,0.0,215364738.798662 
 01/04  12:00:00,170687329.651614,222755409.227282,97164660.5859424,107999965.722647,17392419.2662163,198363.652476362,0.0,0.0,170687329.651614 
 01/04  13:00:00,144120729.180107,222813721.439616,97164660.5859424,107999965.722647,17487559.2266256,161535.904401476,0.0,0.0,144120729.180107 
 01/04  14:00:00,128439721.145587,222869319.925069,97164660.5859424,107999965.722647,17562686.6250265,142006.991453572,0.0,0.0,128439721.145587 
 01/04  15:00:00,120716958.743888,222917214.619845,97164660.5859424,107999965.722647,17619781.737532,132806.573724155,0.0,0.0,120716958.743888 
 01/04  16:00:00,119384795.851885,232039419.794628,97164660.5859424,107999965.722647,17669573.3361708,5288622.3892618,0.0,3854486.08716157,119384795.851885 
 01/04  17:00:00,133142794.378468,223004023.219909,97164660.5859424,107999965.722647,17691624.0529437,147772.858376176,0.0,0.0,133142794.378468 
 01/04  18:00:00,167285741.96712,232011732.396451,97164660.5859424,107999965.722647,17569692.6734453,5350292.21107945,0.0,3864376.08056714,167285741.96712 
 01/04  19:00:00,268890703.248501,57708948.734306,21592146.7968761,18359994.17285,16177088.9215622,1090167.1368338,0.0,481768.750199529,268890703.248501 
 01/04  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/04  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  06:00:00,1370689134.96367,101847557.468701,21592146.7968761,18359994.17285,49716911.1342398,9945838.49960857,0.0,2193279.94634907,1370689134.96367 
 01/05  07:00:00,1305021523.46044,266765207.494126,97164660.5859424,107999965.722647,48239691.0571135,10157641.2449932,0.0,3152101.52307072,1305021523.46044 
 01/05  08:00:00,717427699.436578,252424657.898478,97164660.5859424,107999965.722647,20799634.7298145,17478991.1617765,0.0,8836205.73779104,717427699.436578 
 01/05  09:00:00,401109902.688707,255989949.503145,97164660.5859424,107999965.722647,17675142.9788176,21313427.193391,0.0,11648474.0948433,401109902.688707 
 01/05  10:00:00,250338053.756111,225140719.117762,97164660.5859424,107999965.722647,17157991.1526417,1838328.30954174,0.0,964129.03381995,250338053.756111 
 01/05  11:00:00,169871015.288947,222720349.380995,97164660.5859424,107999965.722647,17357398.322547,198324.749858423,0.0,0.0,169871015.288947 
 01/05  12:00:00,131573307.676466,222804677.575114,97164660.5859424,107999965.722647,17494086.1020549,145965.164470116,0.0,0.0,131573307.676466 
 01/05  13:00:00,104696927.680522,222872649.628119,97164660.5859424,107999965.722647,17593549.1170046,114474.202525208,0.0,0.0,104696927.680522 
 01/05  14:00:00,83181831.1157852,241234989.978788,97164660.5859424,107999965.722647,17695059.1121232,10410536.3394601,0.0,7824100.85124264,83181831.1157852 
 01/05  15:00:00,66418793.6401739,223006244.012302,97164660.5859424,107999965.722647,17769368.5030893,72249.2006230737,0.0,0.0,66418793.6401739 
 01/05  16:00:00,57864297.8607517,232239624.668399,97164660.5859424,107999965.722647,17817907.9699611,5225083.15666495,0.0,3959279.25852552,57864297.8607517 
 01/05  17:00:00,53738631.2951596,236809639.733591,97164660.5859424,107999965.722647,17965504.2591103,7794613.38732719,0.0,5784536.56513499,53738631.2951596 
 01/05  18:00:00,58760604.5577823,232126998.738885,97164660.5859424,107999965.722647,17805042.8926275,5221945.27011482,0.0,3868463.52249664,58760604.5577823 
 01/05  19:00:00,147595429.952052,56356792.5851933,21592146.7968761,18359994.17285,16221403.1706351,183248.444832138,0.0,0.0,147595429.952052 
 01/05  20:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  21:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  22:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  23:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/05  24:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/06  01:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/06  02:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/06  03:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/06  04:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/06  05:00:00,0.0,39952140.969726,21592146.7968761,18359994.17285,0.0,0.0,0.0,0.0,0.0 
 01/06  06:00:00,1343566627.92403,100410956.1276,21592146.7968761,18359994.17285,49047601.4777789,9493347.86866499,0.0,1886152.24825085,1343566627.92403 
 01/06  07:00:00,1284929601.43051,264918325.509443,97164660.5859424,107999965.722647,48066231.1216801,9203955.47632448,0.0,2445192.91845009,1284929601.43051 
 01/06  08:00:00,682199079.269482,240630290.789357,97164660.5859424,107999965.722647,20469443.2880052,11003603.0038535,0.0,3928206.20501294,682199079.269482 
 01/06  09:00:00,358762481.629925,250125277.856919,97164660.5859424,107999965.722647,17572374.4020193,17546190.1514664,0.0,9684486.31695947,358762481.629925 
