Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 03/13  24:00:00,109654692.061958,91798000.8398408,109654692.061958,3280132.98779086,53884771.4084602,5398036.69921902,86399964.1406218,3280132.98779086,185556.074326115,0.0,0.0,53884771.4084602 
 03/14  01:00:00,111402629.974075,91798000.8398408,111402629.974075,4920199.48168629,85767628.0940812,5398036.69921902,86399964.1406218,4920199.48168629,293427.492547659,0.0,0.0,85767628.0940812 
 03/14  02:00:00,111418602.330675,91798000.8398408,111418602.330675,4920199.48168629,89944895.9106422,5398036.69921902,86399964.1406218,4920199.48168629,309399.84914801,0.0,0.0,89944895.9106422 
 03/14  03:00:00,109683863.867826,91798000.8398408,109683863.867826,3280132.98779086,62611739.8125049,5398036.69921902,86399964.1406218,3280132.98779086,214727.880194808,0.0,0.0,62611739.8125049 
 03/14  04:00:00,111448668.76239,91798000.8398408,111448668.76239,4920199.48168629,98625108.1013752,5398036.69921902,86399964.1406218,4920199.48168629,339466.280862853,0.0,0.0,98625108.1013752 
 03/14  05:00:00,117210344.574673,97196037.5390598,117210344.574673,4920199.48168629,151017971.788712,10796073.398438,86399964.1406218,4920199.48168629,703105.393926852,0.0,0.0,151017971.788712 
 03/14  06:00:00,119105817.003165,97196037.5390598,119105817.003165,6560265.97558172,204052393.575737,10796073.398438,86399964.1406218,6560265.97558172,958511.328523456,0.0,0.0,204052393.575737 
 03/14  07:00:00,133491102.288156,118788184.335936,133491102.288156,6560265.97558172,202737771.960973,32388220.1953141,86399964.1406218,6560265.97558172,947150.896638817,0.0,0.0,202737771.960973 
 03/14  08:00:00,298885487.905734,291564579.902341,298885487.905734,6560265.97558172,177587207.942294,97164660.5859424,194399919.316399,6560265.97558172,760642.02781117,0.0,0.0,177587207.942294 
 03/14  09:00:00,298654677.56488,291564579.902341,298654677.56488,6560265.97558172,137130109.75255,97164660.5859424,194399919.316399,6560265.97558172,529831.686956645,0.0,0.0,137130109.75255 
 03/14  10:00:00,298570238.914213,291564579.902341,298570238.914213,6560265.97558172,112956316.388298,97164660.5859424,194399919.316399,6560265.97558172,445393.036289992,0.0,0.0,112956316.388298 
 03/14  11:00:00,298480178.450203,291564579.902341,298480178.450203,6560265.97558172,91593337.3376092,97164660.5859424,194399919.316399,6560265.97558172,355332.572280065,0.0,0.0,91593337.3376092 
 03/14  12:00:00,276849353.052299,269964588.867186,276849353.052299,6560265.97558172,79633584.4111212,97164660.5859424,172799928.281244,6560265.97558172,324498.209531687,0.0,0.0,79633584.4111212 
 03/14  13:00:00,298437508.338208,291564579.902341,298437508.338208,6560265.97558172,68751424.0206066,97164660.5859424,194399919.316399,6560265.97558172,312662.460285317,0.0,0.0,68751424.0206066 
 03/14  14:00:00,298691168.166088,291564579.902341,298691168.166088,6836504.7239646,46855437.1947743,97164660.5859424,194399919.316399,6836504.7239646,290083.539782575,0.0,0.0,46855437.1947743 
 03/14  15:00:00,298947917.363578,291564579.902341,298947917.363578,7097500.26119103,42818555.6285746,97164660.5859424,194399919.316399,7097500.26119103,285837.200045927,0.0,0.0,42818555.6285746 
 03/14  16:00:00,298994390.306169,291564579.902341,298994390.306169,7143973.20378141,42817247.2630104,97164660.5859424,194399919.316399,7143973.20378141,285837.200045927,0.0,0.0,42817247.2630104 
 03/14  17:00:00,168853659.715781,161980322.167967,168853659.715781,6560265.97558172,69209716.310243,53980366.9921902,107999955.175777,6560265.97558172,313071.572232277,0.0,0.0,69209716.310243 
 03/14  18:00:00,125674398.898359,118788184.335936,125674398.898359,6560265.97558172,80732547.6460972,32388220.1953141,86399964.1406218,6560265.97558172,325948.586841832,0.0,0.0,80732547.6460972 
 03/14  19:00:00,140076646.749431,118788184.335936,140076646.749431,6560265.97558172,89198786.1044911,32388220.1953141,86399964.1406218,6560265.97558172,337194.277913159,0.0,0.0,89198786.1044911 
 03/14  20:00:00,129289244.476247,107992110.937498,129289244.476247,6560265.97558172,94911803.4214252,21592146.7968761,86399964.1406218,6560265.97558172,345865.403167573,0.0,0.0,94911803.4214252 
 03/14  21:00:00,129293559.727918,107992110.937498,129293559.727918,6560265.97558172,97469374.4298074,21592146.7968761,86399964.1406218,6560265.97558172,350180.654837982,0.0,0.0,97469374.4298074 
 03/14  22:00:00,116783299.552652,97196037.5390598,116783299.552652,4920199.48168629,78888775.5965453,10796073.398438,86399964.1406218,4920199.48168629,276060.371905668,0.0,0.0,78888775.5965453 
 03/14  23:00:00,111390925.168019,91798000.8398408,111390925.168019,4920199.48168629,82175443.4234918,5398036.69921902,86399964.1406218,4920199.48168629,281722.686492228,0.0,0.0,82175443.4234918 
 03/14  24:00:00,109670205.263867,91798000.8398408,109670205.263866,3280132.98779086,58565323.5569916,5398036.69921902,86399964.1406218,3280132.98779086,201069.276234852,0.0,0.0,58565323.5569916 
 03/15  01:00:00,111415377.501838,91798000.8398408,111415377.501838,4920199.48168629,89143448.2760747,5398036.69921902,86399964.1406218,4920199.48168629,306175.020310947,0.0,0.0,89143448.2760747 
 03/15  02:00:00,111411075.509647,91798000.8398408,111411075.509647,4920199.48168629,88898526.7442031,5398036.69921902,86399964.1406218,4920199.48168629,301873.028120028,0.0,0.0,88898526.7442031 
 03/15  03:00:00,109692657.237122,91798000.8398408,109692657.237122,3280132.98779086,63371398.4141128,5398036.69921902,86399964.1406218,3280132.98779086,223521.249490777,0.0,0.0,63371398.4141128 
 03/15  04:00:00,111440224.152931,91798000.8398408,111440224.152931,4920199.48168629,95616328.6221344,5398036.69921902,86399964.1406218,4920199.48168629,331021.671403991,0.0,0.0,95616328.6221344 
 03/15  05:00:00,117175568.80213,97196037.5390598,117175568.80213,4920199.48168629,145476769.490706,10796073.398438,86399964.1406218,4920199.48168629,668329.621384369,0.0,0.0,145476769.490706 
 03/15  06:00:00,119016817.970083,97196037.5390598,119016817.970083,6560265.97558172,188962520.72021,10796073.398438,86399964.1406218,6560265.97558172,869512.295440996,0.0,0.0,188962520.72021 
 03/15  07:00:00,129808095.996246,118788184.335936,129808095.996246,6560265.97558172,186883371.775187,32388220.1953141,86399964.1406218,6560265.97558172,861895.144728827,0.0,0.0,186883371.775187 
 03/15  08:00:00,298791080.051242,291564579.902341,298791080.051242,6560265.97558172,155975779.03062,97164660.5859424,194399919.316399,6560265.97558172,666234.173318621,0.0,0.0,155975779.03062 
 03/15  09:00:00,298658807.134704,291564579.902341,298658807.134704,6560265.97558172,123649406.148159,97164660.5859424,194399919.316399,6560265.97558172,533961.256780671,0.0,0.0,123649406.148159 
 03/15  10:00:00,298581635.752383,291564579.902341,298581635.752383,6560265.97558172,108859311.349688,97164660.5859424,194399919.316399,6560265.97558172,456789.874460308,0.0,0.0,108859311.349688 
 03/15  11:00:00,298477293.444314,291564579.902341,298477293.444314,6560265.97558172,89403767.249901,97164660.5859424,194399919.316399,6560265.97558172,352447.566391037,0.0,0.0,89403767.249901 
 03/15  12:00:00,276852644.713279,269964588.867186,276852644.713279,6560265.97558172,82068538.5822861,97164660.5859424,172799928.281244,6560265.97558172,327789.870511599,0.0,0.0,82068538.5822861 
 03/15  13:00:00,298436906.564705,291564579.902341,298436906.564705,6560265.97558172,68228775.3671309,97164660.5859424,194399919.316399,6560265.97558172,312060.68678171,0.0,0.0,68228775.3671309 
 03/15  14:00:00,298431689.014074,291564579.902341,298431689.014074,6560265.97558172,63173643.1566906,97164660.5859424,194399919.316399,6560265.97558172,306843.136151258,0.0,0.0,63173643.1566906 
 03/15  15:00:00,298429159.985541,291564579.902341,298429159.985541,6560265.97558172,60669976.5821328,97164660.5859424,194399919.316399,6560265.97558172,304314.107617508,0.0,0.0,60669976.5821328 
 03/15  16:00:00,298425218.758807,291564579.902341,298425218.758807,6560265.97558172,56771396.0374477,97164660.5859424,194399919.316399,6560265.97558172,300372.880884373,0.0,0.0,56771396.0374477 
 03/15  17:00:00,168855358.693437,161980322.167967,168855358.693437,6560265.97558172,70880118.7667836,53980366.9921902,107999955.175777,6560265.97558172,314770.54988834,0.0,0.0,70880118.7667836 
 03/15  18:00:00,125693149.885008,118788184.335936,125693149.885008,6560265.97558172,88526475.7110788,32388220.1953141,86399964.1406218,6560265.97558172,344699.573490862,0.0,0.0,88526475.7110788 
 03/15  19:00:00,140065705.266195,118788184.335936,140065705.266195,6560265.97558172,80990698.3864866,32388220.1953141,86399964.1406218,6560265.97558172,326252.794677189,0.0,0.0,80990698.3864866 
 03/15  20:00:00,129274453.221516,107992110.937498,129274453.221516,6560265.97558172,84790044.4351076,21592146.7968761,86399964.1406218,6560265.97558172,331074.148436859,0.0,0.0,84790044.4351076 
 03/15  21:00:00,129280692.992137,107992110.937498,129280692.992137,6560265.97558172,89334730.5439748,21592146.7968761,86399964.1406218,6560265.97558172,337313.91905732,0.0,0.0,89334730.5439748 
 03/15  22:00:00,116765532.435851,97196037.5390598,116765532.435851,4920199.48168629,70485882.2128615,10796073.398438,86399964.1406218,4920199.48168629,258293.255104592,0.0,0.0,70485882.2128615 
 03/15  23:00:00,111371850.522773,91798000.8398408,111371850.522773,4920199.48168629,73111878.446495,5398036.69921902,86399964.1406218,4920199.48168629,262648.041246214,0.0,0.0,73111878.446495 
 03/15  24:00:00,109651215.553799,91798000.8398408,109651215.553799,3280132.98779086,51797068.9421827,5398036.69921902,86399964.1406218,3280132.98779086,182079.566167781,0.0,0.0,51797068.9421827 
 03/16  01:00:00,111379174.685669,91798000.8398408,111379174.685669,4920199.48168629,77009354.897284,5398036.69921902,86399964.1406218,4920199.48168629,269972.204142091,0.0,0.0,77009354.897284 
 03/16  02:00:00,111378869.429679,91798000.8398408,111378869.429679,4920199.48168629,76858445.7448673,5398036.69921902,86399964.1406218,4920199.48168629,269666.948152275,0.0,0.0,76858445.7448673 
 03/16  03:00:00,109647575.339329,91798000.8398408,109647575.339329,3280132.98779086,50560139.3070975,5398036.69921902,86399964.1406218,3280132.98779086,178439.351697819,0.0,0.0,50560139.3070975 
 03/16  04:00:00,111379060.574204,91798000.8398408,111379060.574204,4920199.48168629,76939352.8586714,5398036.69921902,86399964.1406218,4920199.48168629,269858.092676872,0.0,0.0,76939352.8586714 
 03/16  05:00:00,117123535.119693,97196037.5390598,117123535.119693,4920199.48168629,128607350.86203,10796073.398438,86399964.1406218,4920199.48168629,616295.938946773,0.0,0.0,128607350.86203 
 03/16  06:00:00,118964034.188837,97196037.5390598,118964034.188837,6560265.97558172,168887437.37731,10796073.398438,86399964.1406218,6560265.97558172,816728.514195411,0.0,0.0,168887437.37731 
 03/16  07:00:00,129764760.724072,118788184.335936,129764760.724072,6560265.97558172,169861439.720601,32388220.1953141,86399964.1406218,6560265.97558172,818559.872554049,0.0,0.0,169861439.720601 
 03/16  08:00:00,298895098.817282,291564579.902341,298895098.817282,6560265.97558172,164397843.793475,97164660.5859424,194399919.316399,6560265.97558172,770252.939358745,0.0,0.0,164397843.793475 
 03/16  09:00:00,298682983.681884,291564579.902341,298682983.681884,6560265.97558172,130742830.640522,97164660.5859424,194399919.316399,6560265.97558172,558137.803961444,0.0,0.0,130742830.640522 
 03/16  10:00:00,298636720.497883,291564579.902341,298636720.497883,6560265.97558172,117067295.274249,97164660.5859424,194399919.316399,6560265.97558172,511874.619959867,0.0,0.0,117067295.274249 
 03/16  11:00:00,298489222.889076,291564579.902341,298489222.889076,6560265.97558172,98078386.5656006,97164660.5859424,194399919.316399,6560265.97558172,364377.011152974,0.0,0.0,98078386.5656006 
 03/16  12:00:00,276859278.810326,269964588.867186,276859278.810326,6560265.97558172,87758730.4857259,97164660.5859424,172799928.281244,6560265.97558172,334423.967558817,0.0,0.0,87758730.4857259 
 03/16  13:00:00,298445492.393861,291564579.902341,298445492.39386,6560265.97558172,76138791.9419391,97164660.5859424,194399919.316399,6560265.97558172,320646.515937481,0.0,0.0,76138791.9419391 
 03/16  14:00:00,298440033.255864,291564579.902341,298440033.255864,6560265.97558172,71197855.7340297,97164660.5859424,194399919.316399,6560265.97558172,315187.377940766,0.0,0.0,71197855.7340297 
 03/16  15:00:00,298434378.274292,291564579.902341,298434378.274292,6560265.97558172,65767780.7784911,97164660.5859424,194399919.316399,6560265.97558172,309532.39636924,0.0,0.0,65767780.7784911 
 03/16  16:00:00,298440569.656181,291564579.902341,298440569.656181,6567954.07125267,64266220.5646681,97164660.5859424,194399919.316399,6567954.07125267,308035.682586946,0.0,0.0,64266220.5646681 
 03/16  17:00:00,168869089.86646,161980322.167967,168869089.86646,6560265.97558172,82772941.3810962,53980366.9921902,107999955.175777,6560265.97558172,328501.722910496,0.0,0.0,82772941.3810962 
 03/16  18:00:00,125699802.272449,118788184.335936,125699802.272449,6560265.97558172,97466529.7372183,32388220.1953141,86399964.1406218,6560265.97558172,351351.9609315,0.0,0.0,97466529.7372183 
 03/16  19:00:00,140079145.479129,118788184.335936,140079145.479129,6560265.97558172,90966132.3262726,32388220.1953141,86399964.1406218,6560265.97558172,339693.007611723,0.0,0.0,90966132.3262726 
 03/16  20:00:00,129286895.76028,107992110.937498,129286895.76028,6560265.97558172,93461314.6466607,21592146.7968761,86399964.1406218,6560265.97558172,343516.687200633,0.0,0.0,93461314.6466607 
 03/16  21:00:00,129290298.599795,107992110.937498,129290298.599795,6560265.97558172,95562441.8866097,21592146.7968761,86399964.1406218,6560265.97558172,346919.526715509,0.0,0.0,95562441.8866097 
 03/16  22:00:00,116770155.738448,97196037.5390598,116770155.738448,4920199.48168629,73263544.2130661,10796073.398438,86399964.1406218,4920199.48168629,262916.557701698,0.0,0.0,73263544.2130661 
 03/16  23:00:00,111379025.768886,91798000.8398408,111379025.768886,4920199.48168629,76309276.6865188,5398036.69921902,86399964.1406218,4920199.48168629,269823.28735859,0.0,0.0,76309276.6865188 
 03/16  24:00:00,109647622.203421,91798000.8398408,109647622.203421,3280132.98779086,50584770.2530596,5398036.69921902,86399964.1406218,3280132.98779086,178486.215789699,0.0,0.0,50584770.2530596 
 03/17  01:00:00,111378781.871182,91798000.8398408,111378781.871182,4920199.48168629,76814494.8701044,5398036.69921902,86399964.1406218,4920199.48168629,269579.389654736,0.0,0.0,76814494.8701044 
 03/17  02:00:00,111380715.795214,91798000.8398408,111380715.795214,4920199.48168629,77759990.32662,5398036.69921902,86399964.1406218,4920199.48168629,271513.313686574,0.0,0.0,77759990.32662 
 03/17  03:00:00,109653186.366292,91798000.8398408,109653186.366292,3280132.98779086,53235937.2895248,5398036.69921902,86399964.1406218,3280132.98779086,184050.378659919,0.0,0.0,53235937.2895248 
 03/17  04:00:00,111386414.111302,91798000.8398408,111386414.111302,4920199.48168629,80347126.604805,5398036.69921902,86399964.1406218,4920199.48168629,277211.629774951,0.0,0.0,80347126.604805 
 03/17  05:00:00,117130026.485662,97196037.5390598,117130026.485662,4920199.48168629,131677549.068528,10796073.398438,86399964.1406218,4920199.48168629,622787.30491623,0.0,0.0,131677549.068528 
 03/17  06:00:00,118974125.778608,97196037.5390598,118974125.778608,6560265.97558172,173957313.446332,10796073.398438,86399964.1406218,6560265.97558172,826820.103966894,0.0,0.0,173957313.446332 
 03/17  07:00:00,129767498.802748,118788184.335936,129767498.802748,6560265.97558172,171262522.306541,32388220.1953141,86399964.1406218,6560265.97558172,821297.95123043,0.0,0.0,171262522.306541 
 03/17  08:00:00,298704152.3613,291564579.902341,298704152.3613,6560265.97558172,137056044.98204,97164660.5859424,194399919.316399,6560265.97558172,579306.48337676,0.0,0.0,137056044.98204 
 03/17  09:00:00,298636530.782682,291564579.902341,298636530.782682,6560265.97558172,115479750.788846,97164660.5859424,194399919.316399,6560265.97558172,511684.904758738,0.0,0.0,115479750.788846 
 03/17  10:00:00,298494294.764042,291564579.902341,298494294.764042,6560265.97558172,93969340.9608166,97164660.5859424,194399919.316399,6560265.97558172,369448.886118951,0.0,0.0,93969340.9608166 
 03/17  11:00:00,298446000.178839,291564579.902341,298446000.178839,6560265.97558172,76668725.414518,97164660.5859424,194399919.316399,6560265.97558172,321154.300915584,0.0,0.0,76668725.414518 
 03/17  12:00:00,276841643.255984,269964588.867186,276841643.255984,6560265.97558172,72770212.228185,97164660.5859424,172799928.281244,6560265.97558172,316788.413216058,0.0,0.0,72770212.228185 
 03/17  13:00:00,298430119.291125,291564579.902341,298430119.291125,6560265.97558172,61603511.3169578,97164660.5859424,194399919.316399,6560265.97558172,305273.413201795,0.0,0.0,61603511.3169578 
 03/17  14:00:00,298594158.180986,291564579.902341,298594158.180986,6740418.16788662,45966394.8254887,97164660.5859424,194399919.316399,6740418.16788662,289160.110758282,0.0,0.0,45966394.8254887 
 03/17  15:00:00,298845863.920054,291564579.902341,298845863.920054,6995446.81766674,42831052.6496766,97164660.5859424,194399919.316399,6995446.81766674,285837.200045927,0.0,0.0,42831052.6496766 
 03/17  16:00:00,299064757.812757,291564579.902341,299064757.812757,7214340.71036978,42832027.1377243,97164660.5859424,194399919.316399,7214340.71036978,285837.200045927,0.0,0.0,42832027.1377243 
 03/17  17:00:00,168847684.151624,161980322.167967,168847684.151624,6560265.97558172,63436258.5897023,53980366.9921902,107999955.175777,6560265.97558172,307096.008075204,0.0,0.0,63436258.5897023 
 03/17  18:00:00,125667598.13308,118788184.335936,125667598.13308,6560265.97558172,74873737.3979506,32388220.1953141,86399964.1406218,6560265.97558172,319147.821562781,0.0,0.0,74873737.3979506 
 03/17  19:00:00,140065480.126387,118788184.335936,140065480.126387,6560265.97558172,80805235.5773356,32388220.1953141,86399964.1406218,6560265.97558172,326027.654869716,0.0,0.0,80805235.5773356 
 03/17  20:00:00,129273383.952637,107992110.937498,129273383.952637,6560265.97558172,83979710.6704066,21592146.7968761,86399964.1406218,6560265.97558172,330004.879557113,0.0,0.0,83979710.6704066 
 03/17  21:00:00,129276196.597015,107992110.937498,129276196.597015,6560265.97558172,86115119.9565699,21592146.7968761,86399964.1406218,6560265.97558172,332817.523935105,0.0,0.0,86115119.9565699 
 03/17  22:00:00,116761072.438368,97196037.5390598,116761072.438368,4920199.48168629,67576774.6484151,10796073.398438,86399964.1406218,4920199.48168629,253833.257621999,0.0,0.0,67576774.6484151 
 03/17  23:00:00,111370334.279624,91798000.8398408,111370334.279624,4920199.48168629,71670801.4666318,5398036.69921902,86399964.1406218,4920199.48168629,261131.79809663,0.0,0.0,71670801.4666318 
 03/17  24:00:00,109642304.219921,91798000.8398408,109642304.219921,3280132.98779086,47605853.6934837,5398036.69921902,86399964.1406218,3280132.98779086,173168.23228953,0.0,0.0,47605853.6934837 
 03/18  01:00:00,89776619.6780389,70198009.8046853,89776619.6780389,4920199.48168629,75191768.5952749,5398036.69921902,64799973.1054663,4920199.48168629,267408.231667241,0.0,0.0,75191768.5952749 
 03/18  02:00:00,89774961.3404415,70198009.8046853,89774961.3404415,4920199.48168629,74833673.9056407,5398036.69921902,64799973.1054663,4920199.48168629,265749.894069901,0.0,0.0,74833673.9056407 
 03/18  03:00:00,88048219.9599152,70198009.8046853,88048219.9599152,3280132.98779086,50885099.4689661,5398036.69921902,64799973.1054663,3280132.98779086,179075.007439034,0.0,0.0,50885099.4689661 
 03/18  04:00:00,89781273.8377744,70198009.8046853,89781273.8377744,4920199.48168629,78020883.6094593,5398036.69921902,64799973.1054663,4920199.48168629,272062.391402742,0.0,0.0,78020883.6094593 
 03/18  05:00:00,89781303.5538602,70198009.8046853,89781303.5538602,4920199.48168629,78036642.8848896,5398036.69921902,64799973.1054663,4920199.48168629,272092.107488532,0.0,0.0,78036642.8848896 
 03/18  06:00:00,118938135.863685,97196037.5390598,118938135.863685,6560265.97558172,167803923.884145,10796073.398438,86399964.1406218,6560265.97558172,790830.189043115,0.0,0.0,167803923.884145 
 03/18  07:00:00,108113277.860436,97196037.5390598,108113277.860436,6560265.97558172,165187614.339121,10796073.398438,86399964.1406218,6560265.97558172,759223.805794401,0.0,0.0,165187614.339121 
 03/18  08:00:00,147635514.065945,140388175.371091,147635514.065945,6560265.97558172,155441961.704929,32388220.1953141,107999955.175777,6560265.97558172,687072.719271864,0.0,0.0,155441961.704929 
 03/18  09:00:00,148769606.776988,140388175.371091,148769606.776988,6560265.97558172,142654447.065488,32388220.1953141,107999955.175777,6560265.97558172,1821165.43031489,0.0,0.0,142654447.065488 
 03/18  10:00:00,147482134.146011,140388175.371091,147482134.146011,6560265.97558172,126081376.315519,32388220.1953141,107999955.175777,6560265.97558172,533692.799337749,0.0,0.0,126081376.315519 
 03/18  11:00:00,147458624.363491,140388175.371091,147458624.363491,6560265.97558172,114349564.778816,32388220.1953141,107999955.175777,6560265.97558172,510183.016818068,0.0,0.0,114349564.778816 
 03/18  12:00:00,98826142.3603693,91794078.7207011,98826142.3603693,6560265.97558172,114433173.419863,16194110.0976571,75599968.623044,6560265.97558172,471797.664086473,0.0,0.0,114433173.419863 
 03/18  13:00:00,98753873.8417373,91794078.7207011,98753873.8417373,6560265.97558172,108815468.261994,16194110.0976571,75599968.623044,6560265.97558172,399529.145454518,0.0,0.0,108815468.261994 
 03/18  14:00:00,98739940.738538,91794078.7207011,98739940.738538,6560265.97558172,105694207.373987,16194110.0976571,75599968.623044,6560265.97558172,385596.042255209,0.0,0.0,105694207.373987 
 03/18  15:00:00,98737896.8718956,91794078.7207011,98737896.8718957,6560265.97558172,104949042.173882,16194110.0976571,75599968.623044,6560265.97558172,383552.175612823,0.0,0.0,104949042.173882 
